Temperature (K),Pressure (bar),Residence Time (s)_1,Residence Time (s)_2,Overall Yield
480.63082893739573,91.62124271188803,18.10021445666835,13.23693364008609,0.3909213334849648
550.9918792240114,68.00132864885744,6.006925379512373,24.561671091755017,0.5269286169583098
516.8409231440894,70.6767288806963,17.977576117572358,19.551869968816362,0.5319302212919841
545.3465177830941,95.53103296047013,15.972851668614513,16.805256216977874,0.5655478648682805
570.7989511996602,54.64932985245817,17.03676158332698,22.30391479502982,0.75
526.8495870410434,50.915276098184094,7.689944010722672,15.740623792537477,0.5259961554968873
523.1120463659938,108.97874798615877,18.616806363503112,16.563335100597904,0.5256772615945708
480.20511333597614,86.71620212117993,11.200204541480947,11.22637362237414,0.26327710752553374
499.8438980101871,145.34387391744957,18.78452187073943,16.86435833484485,0.47424419293270886
522.988250082556,146.01535384808307,14.929242919507216,21.747529043583057,0.5104656754446939
540.922999612094,50.751619844793275,19.586188376462985,28.08494876710927,0.6459001779899936
553.3739036104375,111.03559830151107,18.942686825580864,20.757480323484476,0.5852501608274624
511.09411331485387,76.1920827804586,5.131482724455699,13.465570804565115,0.4890890144360188
479.59363469059053,57.489064586558094,12.512579656248775,23.082827325429644,0.4820115024361102
501.81455993079936,123.3081708739503,14.115048927156161,24.74566765816663,0.48353531794944576
563.9593527719613,90.23228386266325,19.855139240786023,20.98735517872518,0.6883162858891892
494.33853535799153,77.51695326690233,18.502660380229333,25.26110837270172,0.5085193175571642
518.2123961817683,97.17452058726147,14.048908816731233,11.347762158950676,0.5191588392183152
566.1206019689022,66.11534235728895,18.874548417135735,29.870559496479675,0.75
475.4899227550348,115.9541766713762,19.26155852677929,28.58316590334998,0.24360726012735162
533.0548917464123,83.5339010535838,17.180539302178893,16.127941842811076,0.5534009152963643
568.0129500413645,144.787086594645,7.26684259505987,13.739936113858342,0.5305267503532792
496.03028790209646,111.20627197440638,5.118416224744339,19.488124171500786,0.1690393267613899
527.8489919236031,130.67440971797328,10.867850439194493,29.101630782231148,0.5083317604000884
563.9128374886732,145.14023408716665,12.09044353232973,14.592521986291969,0.5534504655391571
486.316944575925,58.88143202094008,14.014573251220288,28.503943628543777,0.5052609408010877
525.3412580673765,128.81932819317223,10.248778963403872,24.80129876555442,0.5075268338608385
548.0409859102035,91.9223929643196,9.378409551271854,19.348363370578546,0.5330946765909891
539.9013240883913,98.42698359745515,12.21884177230293,10.956109117959837,0.5410535234718082
519.775285974498,107.82125696475032,5.169485677726731,29.279734783786676,0.42715887550395965
493.4849090297795,111.80556649450267,11.959439113323977,25.71472636308735,0.3380846186484232
522.076588909107,134.68244550949476,11.89157576197102,15.373637964731309,0.5095505865507203
510.2384689385059,69.04464802361208,5.732112439044648,19.234119996921514,0.5044697680964477
520.7401154851589,110.9914679896572,6.59243139015823,19.662771599263387,0.5044154409385047
509.5890385780593,120.1482571711022,5.624541721588027,28.721947911573466,0.27592571666316484
556.7917994309261,85.99579692110396,6.461340162355896,19.077781358122657,0.5303506485612436
549.8647506519509,62.51535313310886,9.023948107413458,24.647472021204287,0.553126965683146
504.3994677212662,140.3848238032397,14.38468491528417,18.673551383825252,0.4577915276485559
530.2625332643954,55.24316714541948,16.59911638626722,29.158584877704875,0.5623489898564383
500.6049048330695,112.31089835589789,14.763350519499806,20.385842043541487,0.5053571694559339
518.28429325464,108.99770827873233,12.616068089035757,12.806657858367688,0.5130662092068571
508.29783659443945,113.24785242158663,11.839747442979522,21.921191566340866,0.5053790977951246
538.7399462779758,143.86294768903906,17.744499773410237,29.107765180879756,0.5242368997804713
510.0351082988035,146.9272066400485,18.445563102758797,28.854385619278492,0.506719157348614
518.9092977891431,72.13003773641266,5.243237397767527,23.17892069260497,0.5050541175072049
544.9324122509041,120.94670829923356,13.034010990983354,22.773112600946032,0.52911605245129
514.2991829113835,129.60491756529012,11.186862065673166,22.902490290835587,0.5052835435709645
563.6423269164338,99.79636630069751,19.618001089771926,23.24616758364955,0.6502956446428537
491.0451619202682,119.92076003486437,15.460621737654364,23.042553492761513,0.35808944239863455
547.1118872913264,52.28528927828875,13.356618010205171,24.38029471722413,0.6104943384061225
515.237404364314,93.81167534447556,7.4430254579926025,21.604865280407452,0.505013799455643
515.6453572684942,92.08385471148814,19.57117943376079,26.314869798521325,0.520081906058293
536.4379868633839,126.35785907694729,7.570700639618963,24.808314890557952,0.5080968131180925
525.2906201028345,78.44374067754279,13.68371348990426,13.244976057829025,0.5325109830638767
514.4885978439443,141.95989175817988,6.378165351343197,15.793129131005442,0.3016301679505337
473.1426880562758,120.58748145063495,7.1621198432279565,25.514807950770226,0.08497346063612812
482.2262345846752,123.47252155895126,8.300777005630852,27.22153375712447,0.13505678411012056
543.9394393725213,143.45044292782688,19.287001779976926,19.824636111282707,0.5414069911250188
525.4345596765197,101.40260446714325,14.662517663627884,21.794971820550078,0.5195571667400416
542.6160463516969,100.46992918292227,15.191367994742603,19.7545087204298,0.546638275005255
568.5468323002926,51.22110040000671,5.465086684041304,25.258327712177113,0.5710553350663381
541.2913854375417,58.71330294569764,16.6332230169033,22.528884367749892,0.6043938598891776
478.31286906729576,129.20332119756256,13.609416845323663,24.504383177978195,0.173220368700616
503.8852684863797,110.51865349944359,16.70556872249532,23.593191397576007,0.5072314294265562
532.2594687323373,124.58975325633365,14.682272071848734,28.31896165871172,0.5172779633753528
496.51204072574643,93.40631841601657,13.48135772771262,26.99418844458512,0.5043643518205911
569.4970999536126,65.87596368815571,5.726901652628113,11.712329535242866,0.5785337773751899
567.5048223792794,61.065788562802794,11.722837111931364,23.012728188657015,0.6696003279873141
557.8400880837689,143.31190614834887,11.496862416279875,29.591647552161916,0.5282089182805031
520.2323996288402,123.81202731705616,16.745702400777493,27.811385099096768,0.512391311119709
557.1476714898397,64.4031868233742,10.393641264237115,17.10543010844279,0.6002922747476412
486.1110642347914,78.71634535879923,17.09965218802408,17.497140937962605,0.5057560172704394
503.87336572978353,67.43892132692278,16.294129371284722,28.155189569606193,0.513310720838854
519.2996394154417,81.97628440642379,6.682882817731631,26.798655563740887,0.5056868591342936
547.1847200683467,111.87630683928603,6.670792742649013,16.703895594385884,0.5154530092492366
521.5825228708896,91.81371355900575,15.031003738707971,18.583705603720688,0.5212735664994113
486.6876118797451,133.48529393232602,11.58873687446886,12.618937624466632,0.2037594367877881
507.35365297043586,55.89331719196233,16.113204164537617,17.80344332303296,0.5255213858015801
505.4426169672443,53.44643463689492,8.25527903656833,14.061898704475869,0.5103536296804764
503.04189043180395,128.77595542860502,15.898706870847183,15.246171376695452,0.5063464804238359
489.55014004657875,133.79733662514894,8.132496084074335,14.960957281342749,0.16289582457115603
514.4901772573252,115.45682859869994,7.832629294534698,25.924232234882076,0.4820716144651184
517.8120657502724,73.01648715507243,17.734228691125892,24.00761647552894,0.5283072499739734
550.4900375814017,109.94342325566879,17.711814793073202,18.025992456596025,0.5743943154674064
552.6390700782548,58.65756924148026,13.61569588526985,25.693459919699457,0.6176944551494435
525.2390128001612,102.20742223908485,19.8149140555832,18.70874248238644,0.5321799558980376
519.0630296163276,94.63708680092348,19.599987145304738,16.177845852365564,0.5286190735383186
550.8213601543897,57.538557407936864,15.569814478550391,11.314750003647598,0.6988678108894161
561.7288951852735,125.23542059265168,15.940105010907578,13.99460943970878,0.5933630434210148
540.4918769866788,142.5461097518723,15.984194191627356,21.055141910036923,0.5265418697015555
553.0479048998463,62.965684698572865,15.105376844704274,21.999223735507726,0.6350931266942454
566.9111353732185,137.07870223784494,5.846097341284675,21.764757937217947,0.5183636657195718
477.0655809436686,56.48809460459444,17.71474913092861,26.537819674645064,0.5049720588305383
560.5671724870083,122.18672469163059,15.858280995383229,17.467053060450493,0.5826614172076331
500.6563072451134,133.70424416533484,9.066177907249504,11.854839181090561,0.27475581721664916
520.5764499424245,101.1889314220767,18.404487906812008,24.541159772458904,0.5207634957957411
552.6760956931903,131.06301353020473,14.738452909702684,17.90843137626917,0.5480549794382716
544.724223227523,143.42234647519916,5.5297263357983955,23.364008005355586,0.5061768427522564
487.7147571941693,105.05334018444357,7.653769203906526,27.839487741415482,0.1906144847582622
538.8748258954146,109.81343107860059,14.926423026102015,19.664455775155826,0.5340148623643093
479.92520700098356,142.25431547574252,10.405120740607867,11.29744424346072,0.13390790521833051
508.7070628352879,78.30964860344034,7.119253800779298,26.01809447710891,0.504097760211844
554.2829550163706,122.13939737447767,5.813104428756603,28.430333875117757,0.511440428690335
515.7704833027551,121.15143164326041,13.678236404497017,15.930052263569646,0.5100753368535897
532.9854437543446,116.54584897821863,17.390846063605384,19.0020532241575,0.5306935071737134
545.8161283147134,116.3053506046779,19.55921482430209,13.532475971589315,0.574621581362685
555.1227608306559,74.71449648151953,7.005961306858946,11.784668910509652,0.5495541508253927
549.0515119980283,139.67942041574074,9.63078503719559,11.300195638731136,0.52502014868868
473.71432752789985,112.17593611602054,9.86391075806009,13.335713196816743,0.13202742816182952
515.0256833672535,82.83922403171604,13.212356508295887,20.580288792671904,0.5143466558895131
519.3136218038147,69.46313348932732,6.528911104935639,15.389842516161817,0.5092156492742116
478.54995031127226,122.64632226317951,19.457847840754134,13.965584811698378,0.2637602517525519
527.1442132095219,51.946753638018905,5.7261695936998285,25.858632880260817,0.51300301968099
533.7770751443867,103.08098301280373,12.59016941278086,12.243118084041907,0.5291553540243342
555.8453194996125,70.53402641559391,19.763701012006933,15.13036102641226,0.725273339220131
567.1809268191448,141.47033526054702,14.024908851603806,19.007523244675937,0.5692554141759432
485.8147854002733,121.68112801426156,12.72773911087566,26.549020621547847,0.2364246203974554
496.04306744102195,94.67094174064977,11.90091570729629,20.237841784558455,0.4656508772991567
538.9158397070561,111.05417452109461,15.725728957503547,10.371162473117026,0.5489787667744523
486.2473988816748,98.40658758473927,13.997191323694736,20.300823942255136,0.34888400410906756
495.40786369463194,56.765787990485336,16.457184270793135,29.12142143223378,0.5112100723169813
530.4862587589149,92.22862088007517,15.9025454512975,19.733533406058445,0.5334087264812515
489.9523723566209,111.68656459681542,16.003515746897556,14.436347367087407,0.39118580293968286
551.2230151323778,100.66109095406517,13.728478944504177,29.26852541676712,0.5475747164131393
558.697562611176,144.72146101577744,19.500884093364,10.515414282562908,0.6027275481925093
476.36742045028484,87.08770475763077,8.53525264642486,10.806693424313929,0.17567045355672953
526.2644804943674,103.26950755296053,12.197693302311219,22.52987659059327,0.5148039291332741
552.6951357443564,87.49743539116213,7.583849856043754,17.81023870119588,0.5328048077930994
570.5139681157116,138.42622494871011,15.389521311976623,23.910766197506316,0.5836516355626726
500.4258593194421,141.43878579244466,19.992924957025295,19.386309113230855,0.5060608458544116
489.9101063365383,97.36777721744762,16.075189269705035,14.904687016096263,0.47026887896160374
560.6700930181635,68.83991066611226,8.90011733466407,29.60674540151373,0.5641573782104581
563.9182463760849,94.38357981619598,18.54759552226116,14.248909175798332,0.6904677980531624
492.75328894671566,130.5222300959792,5.597595864893844,16.032219576988176,0.13401086072908144
517.1529742702639,87.02745785517146,16.26518816714993,11.598198223439017,0.5263341729331592
544.9232141692337,141.46309521578388,13.135393033795937,11.780641194408329,0.5320259319897661
557.5345158763973,130.38260429055643,6.111547560313836,27.591344248999683,0.5129566243144962
489.82753053672445,63.229447481674214,6.078362471364816,21.536644839866298,0.32183879787997555
539.4968962904761,103.32192773025474,7.377538536809109,23.61297570114572,0.5123027171099662
553.7835459296069,137.05881780006234,17.8525431245111,28.577655314787428,0.5499482670112184
527.9714120800727,143.45769750801412,6.080545752464653,25.564776579948408,0.45850050101472956
489.4716658779013,61.361080717634195,11.145180011687245,27.864529998247114,0.5042031634993956
476.55288048303635,60.23430061462109,12.480003396598386,19.748388084000002,0.39777040072702874
501.1533817848494,99.17422681398678,9.698015551669611,27.347614037716312,0.43774915831216
553.7870846453552,101.83772281815068,5.152809197194864,14.961713359856548,0.5167978336344159
