Temperature (K),Pressure (bar),Residence Time (s)_1,Residence Time (s)_2,Total res time,Res time ratio,Pressure/Temp,Temp_Pressure,Temp/Total time,Press/Total time,Overall Yield,Yield_boxcox
480.6308289373957,91.62124271188804,18.10021445666835,13.23693364008609,31.33714809675444,1.3674023719401702,0.19062706176058075,44035.99383288907,15.337414478606437,2.9237262570609346,0.3909213334849648,-0.4132508756975672
550.9918792240114,68.00132864885744,6.006925379512373,24.561671091755017,30.56859647126739,0.24456501176456222,0.12341620850134308,37468.17986196357,18.024768645885004,2.224548605389015,0.5269286169583098,-0.35437099277625433
516.8409231440894,70.6767288806963,17.977576117572358,19.55186996881636,37.52944608638872,0.91948116196789,0.1367475478736277,36528.6257995036,13.771610749446651,1.883234000256922,0.5319302212919841,-0.3518467891184066
545.3465177830941,95.53103296047011,15.972851668614512,16.805256216977874,32.778107885592384,0.9504676074190165,0.1751749206152749,52097.516165214365,16.637522815122626,2.914476738373931,0.5655478648682805,-0.33421417283561367
570.7989511996602,54.64932985245817,17.03676158332698,22.30391479502982,39.340676378356804,0.7638462458224345,0.09574181896725725,31193.780163547406,14.509129068093099,1.3891304086099392,0.75,-0.21662167822039818
526.8495870410434,50.915276098184094,7.689944010722672,15.740623792537477,23.43056780326015,0.4885412491955003,0.09664100978827876,26824.692186408996,22.48556635352802,2.173027838066293,0.5259961554968873,-0.35483875091414574
523.1120463659938,108.97874798615877,18.616806363503112,16.563335100597904,35.18014146410101,1.1239769195293938,0.2083277354119888,57008.09586944344,14.869526516821848,3.0977347858980133,0.5256772615945708,-0.3549985158037186
480.20511333597614,86.71620212117993,11.200204541480948,11.22637362237414,22.42657816385509,0.997668964015144,0.18058158839410116,41641.563667666625,21.41232201486371,3.8666711206500692,0.2632771075255337,-0.4516540437785229
499.8438980101871,145.34387391744957,18.78452187073943,16.86435833484485,35.64888020558428,1.113859270407411,0.2907785300491702,72649.24849079916,14.021307124589239,4.077095075056016,0.4742441929327088,-0.37940629058081043
522.988250082556,146.01535384808307,14.929242919507216,21.747529043583057,36.676771963090275,0.68647996237128,0.27919432955718204,76364.31439419417,14.259386038904022,3.9811397250288505,0.5104656754446939,-0.3624985498113908
540.922999612094,50.75161984479328,19.586188376462985,28.08494876710927,47.67113714357225,0.6973909241878583,0.09382411153008509,27452.71844161826,11.34697076730064,1.0646194507998303,0.6459001779899936,-0.28734281872938056
553.3739036104375,111.03559830151109,18.942686825580864,20.75748032348448,39.700167149065344,0.9125715901148944,0.20065203215596084,61444.20247182766,13.938830572995851,2.7968546803492536,0.5852501608274624,-0.3233394820998077
511.0941133148538,76.1920827804586,5.131482724455699,13.465570804565116,18.597053529020815,0.38108170822703014,0.14907642407832103,38941.324990290435,27.48253170951454,4.0969975518734945,0.4890890144360188,-0.37263863197658575
479.5936346905905,57.489064586558094,12.512579656248777,23.082827325429644,35.59540698167842,0.5420730952860376,0.1198703661353786,27571.389440029503,13.473469623129908,1.6150697368384836,0.4820115024361102,-0.37589319899660495
501.81455993079936,123.3081708739503,14.11504892715616,24.74566765816663,38.86071658532279,0.5704048531702427,0.24572457780211598,61877.83550298318,12.913157657013675,3.173080213361847,0.4835353179494457,-0.3751967868652309
563.9593527719613,90.23228386266324,19.855139240786023,20.98735517872518,40.842494419511205,0.9460524716765225,0.15999784987899462,50887.34040632345,13.808151553607061,2.209274559380429,0.6883162858891892,-0.25989564474821636
494.33853535799153,77.51695326690233,18.502660380229333,25.26110837270172,43.76376875293106,0.7324563953109885,0.15680944883401793,38319.61714337438,11.29561163136535,1.7712586341575227,0.5085193175571642,-0.3634411170644698
518.2123961817683,97.17452058726148,14.048908816731233,11.347762158950676,25.396670975681907,1.2380334219157032,0.18751871105988852,50357.04116133935,20.40473716724419,3.8262700131174308,0.5191588392183152,-0.35824140317417047
566.1206019689022,66.11534235728895,18.87454841713573,29.870559496479675,48.745107913615406,0.6318779673129372,0.11678667430110724,37429.25741468848,11.613895756927318,1.356348261131282,0.75,-0.21662167822039818
475.4899227550348,115.9541766713762,19.26155852677929,28.58316590334998,47.84472443012927,0.6738777150127311,0.24386253235300223,55135.04250859633,9.938189182162045,2.4235519809652484,0.2436072601273516,-0.45614987159832426
533.0548917464123,83.5339010535838,17.180539302178893,16.127941842811076,33.30848114498997,1.0652654548005458,0.15670787820726537,44528.15458327363,16.00357847078208,2.507886825879732,0.5534009152963643,-0.3407193590660257
568.0129500413645,144.787086594645,7.26684259505987,13.739936113858342,21.006778708918212,0.5288847440659061,0.2549010310136435,82240.94018451881,27.03950748051725,6.892398334884973,0.5305267503532792,-0.35255767937826743
496.03028790209646,111.20627197440638,5.118416224744339,19.488124171500782,24.606540396245123,0.2626428372326083,0.22419250333430368,55161.67910398364,20.158473312964755,4.519378595431323,0.1690393267613899,-0.4698173348765492
527.8489919236031,130.67440971797328,10.867850439194491,29.101630782231148,39.96948122142564,0.3734447227551995,0.24756021460184224,68976.35543984408,13.206300802339403,3.269354660723624,0.5083317604000884,-0.36353174128645116
563.9128374886732,145.14023408716665,12.09044353232973,14.592521986291969,26.6829655186217,0.8285369412968738,0.2573806170711302,81846.44123786439,21.13381427169801,5.439434158316291,0.5534504655391571,-0.34069313130048656
486.316944575925,58.88143202094008,14.014573251220288,28.503943628543777,42.518516879764064,0.4916713783136355,0.12107625012384772,28635.038112678612,11.437768301071172,1.38484209567911,0.5052609408010877,-0.3650103940187349
525.3412580673765,128.81932819317225,10.248778963403872,24.80129876555442,35.05007772895829,0.4132355752932589,0.24521075817854535,67674.10793639538,14.988305079658662,3.6752936523944433,0.5075268338608385,-0.3639202590480336
548.0409859102035,91.9223929643196,9.378409551271854,19.348363370578543,28.726772921850397,0.4847133254450258,0.16772904824198875,50377.238867390864,19.077708011307738,3.1998858073752108,0.5330946765909891,-0.3512554327233792
539.9013240883913,98.42698359745516,12.21884177230293,10.956109117959835,23.174950890262764,1.1152537493692132,0.1823055051099318,53140.85877029242,23.296762381284587,4.247128033346144,0.5410535234718082,-0.34717637102679877
519.775285974498,107.82125696475032,5.169485677726731,29.27973478378668,34.44922046151341,0.17655507182357658,0.20743821392470052,56042.82467298293,15.088158135688143,3.129860575080588,0.4271588755039596,-0.3993926423122598
493.4849090297795,111.80556649450268,11.959439113323976,25.71472636308735,37.674165476411325,0.4650813290586424,0.22656329392993807,55174.35981056262,13.098761519714667,2.967698556309277,0.3380846186484232,-0.43110219398887983
